institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
"Queen Mary, University of London",Springer Nature,Unclassified,2011,1 year,"£ 98,322",N/A,24500,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,98322,98322,127818,1.61237E+12,2021-02-03 1718.01,SFCcwWTki6wb29rqh
"Queen Mary, University of London",Wiley,Unclassified,2011,1 year,"£ 206,092",N/A,24500,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,206092,206092,267919,1.61237E+12,2021-02-03 1718.01,dXZtFmdXD7eksLLho
"Queen Mary, University of London",Oxford University Press (OUP),Unclassified,2012,1 year,"£ 27,826",N/A,24500,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,27826,27826,36173,1.61237E+12,2021-02-03 1718.01,XcNkhS7KRZDpG6kRQ
"Queen Mary, University of London",Elsevier,Unclassified,2015,1 year,"£590,322",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,590322,590322,767418,1.61237E+12,2021-02-03 1718.01,QZeTgXe2RHQcQD4jg
"Queen Mary, University of London",Elsevier,Unclassified,2017,1 year,"£612,814",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,612814,612814,796658,1.61237E+12,2021-02-03 1718.01,9egFn6K3atTFmNyfb
"Queen Mary, University of London",Institute of Physics Publishing (IOP),Unclassified,2018,1 year,"£25,357",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,25357,25357,32964,1.61237E+12,2021-02-03 1718.01,C5TpSBQpgXXK7TaQi
"Queen Mary, University of London",Institute of Physics Publishing (IOP),Unclassified,2019,1 year,"£25,991",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,25991,25991,33788,1.61237E+12,2021-02-03 1718.01,6F7yiXux27r4YKZ5R
"Queen Mary, University of London",Oxford University Press (OUP),Unclassified,2018,1 year,"£55,308",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,55308,55308,71900,1.61237E+12,2021-02-03 1718.01,w3Aa5B6Qna7wCPYan
"Queen Mary, University of London",Oxford University Press (OUP),Unclassified,2019,1 year,"£60,295",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,60295,60295,78383,1.61237E+12,2021-02-03 1718.01,M9uZnjKjeEPqfWwwt
"Queen Mary, University of London",Sage,Unclassified,2015,1 year,"£62,213",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,62213,62213,80876,1.61237E+12,2021-02-03 1718.01,nwnveAyHzwBawRvXA
"Queen Mary, University of London",Sage,Unclassified,2018,1 year,"£68,226",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,68226,68226,88693,1.61237E+12,2021-02-03 1718.01,snFy28w9YjxaeSDFP
"Queen Mary, University of London",Springer Nature,Unclassified,2016,1 year,"£94,734",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic years (2014/15 and 2015/16). Figures include VAT. 2015 Springer figures given in Euros, which have been converted to GBP based on exchange rate on 02/01/2015 as follows: €123,654.86 * 0.7818 = £96,574.45. 2016 Springer figures given in Euros, which have been converted to GBP based on exchange rate on 04/01/2016 as follows: €128,820 * 0.7354 = £94,734.23.",94734,94734,123154,1.61237E+12,2021-02-03 1718.01,Eb7e82QvECzqrMAwr
"Queen Mary, University of London",Springer Nature,Unclassified,2018,1 year,"£205,617",N/A,24500,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,205617,205617,267302,1.61237E+12,2021-02-03 1718.01,imSwMvAwHPypaZXup
Queen's University Belfast,Elsevier,Unclassified,2010,1 year,"£683,109",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,683109,683109,888041,1.61237E+12,2021-02-03 1718.01,Gyvg548wrz2csRD7T
Queen's University Belfast,Sage,Unclassified,2010,1 year,"£ 88,073",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,88073,88073,114494,1.61237E+12,2021-02-03 1718.01,m9rN9QZs4WYhKSYhP
Queen's University Belfast,Wiley,Unclassified,2010,1 year,"£ 340,141",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,340141,340141,442183,1.61237E+12,2021-02-03 1718.01,yY2hsKsdEAk7HbgHh
Queen's University Belfast,Elsevier,Unclassified,2011,1 year,"£ 704,085",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,704085,704085,915310,1.61237E+12,2021-02-03 1718.01,k7vwkApHDmf7kMSb6
Queen's University Belfast,Wiley,Unclassified,2012,1 year,"£ 366,564",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,366564,366564,476533,1.61237E+12,2021-02-03 1718.01,Hm8PKPn589hwcmGBd
Queen's University Belfast,Elsevier,Unclassified,2012,1 year,"£ 698,969",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,698969,698969,908659,1.61237E+12,2021-02-03 1718.01,Q7k2Jac92aKX6EnQJ
Queen's University Belfast,Sage,Unclassified,2014,1 year,"£ 110,728",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,110728,110728,143946,1.61237E+12,2021-02-03 1718.01,GGWuYTTxkKgFedG8P
Queen's University Belfast,Taylor & Francis,Unclassified,2014,1 year,"£ 244,145",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,244145,244145,317388,1.61237E+12,2021-02-03 1718.01,TY6yXbqyDdmxqs623
Queen's University Belfast,Royal Society of Chemistry (RSC),Unclassified,2014,1 year,"£ 22,768",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,22768,22768,29598,1.61237E+12,2021-02-03 1718.01,Nc6FMAu9XxfoWsvxh
Queen's University Belfast,Wiley,Unclassified,2014,1 year,"£ 407,025",N/A,23595,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,407025,407025,529132,1.61237E+12,2021-02-03 1718.01,KPwRxds3L2h5jXjSJ
Queen's University Belfast,Institute of Physics Publishing (IOP),Unclassified,2017,1 year,"£52,378",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,52378,52378,68091,1.61237E+12,2021-02-03 1718.01,zjwNvRSbAW9gMyz5y
Queen's University Belfast,Sage,Unclassified,2017,1 year,"£134,581",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,134581,134581,174955,1.61237E+12,2021-02-03 1718.01,wKsTwdxxcHh9Ca3bA
Queen's University Belfast,Sage,Unclassified,2018,1 year,"£143,298",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,143298,143298,186287,1.61237E+12,2021-02-03 1718.01,73cBGQrBN4pmpqQXZ
Queen's University Belfast,Sage,Unclassified,2019,1 year,"£150,663",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,150663,150663,195861,1.61237E+12,2021-02-03 1718.01,TcxG98NHash94huo6
Queen's University Belfast,Springer Nature,Unclassified,2016,1 year,"£173,477",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,173477,173477,225520,1.61237E+12,2021-02-03 1718.01,jAtEFimCk8WA5ro6T
Queen's University Belfast,Taylor & Francis,Unclassified,2017,1 year,"£316,382",N/A,23595,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,316382,316382,411296,1.61237E+12,2021-02-03 1718.01,jjQSsERjndEurshwt
Robert Gordon University,Elsevier,Unclassified,2010,1 year,"£169,078",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,169078,169078,219801,1.61237E+12,2021-02-03 1718.01,awHPjmwpmysFakpd7
Robert Gordon University,Royal Society of Chemistry (RSC),Unclassified,2010,1 year,"£ 4,700",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,4700,4700,6110,1.61237E+12,2021-02-03 1718.01,JWhiyvHGf73SvBoN2
Robert Gordon University,Taylor & Francis,Unclassified,2010,1 year,"£ 40,588",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,40588,40588,52764,1.61237E+12,2021-02-03 1718.01,ythqxw2wMovWJZxxg
Robert Gordon University,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 2,099",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,2099,2099,2728,1.61237E+12,2021-02-03 1718.01,ZcQciRJ9r2mfPiook
Robert Gordon University,Elsevier,Unclassified,2011,1 year,"£ 175,381",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,175381,175381,227995,1.61237E+12,2021-02-03 1718.01,ensf5cksPXk9zBxRz
Robert Gordon University,Sage,Unclassified,2011,1 year,"£ 30,249",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,30249,30249,39323,1.61237E+12,2021-02-03 1718.01,ZYxpMa4Mve2MEg9ZA
Robert Gordon University,Wiley,Unclassified,2012,1 year,"£ 91,768",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,91768,91768,119298,1.61237E+12,2021-02-03 1718.01,egQ7NfTub7fa9uctP
Robert Gordon University,Royal Society of Chemistry (RSC),Unclassified,2013,1 year,"£ 6,776",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,6776,6776,8808,1.61237E+12,2021-02-03 1718.01,kZSNDTrSDwNYgrphh
Robert Gordon University,Royal Society of Chemistry (RSC),Unclassified,2014,1 year,"£ 6,994",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,6994,6994,9092,1.61237E+12,2021-02-03 1718.01,nCant9tiaXdX63wb7
Robert Gordon University,Springer Nature,Unclassified,2014,1 year,"£ 23,458",N/A,11385,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,23458,23458,30495,1.61237E+12,2021-02-03 1718.01,akz7utkC6Aamtu6RT
Robert Gordon University,Elsevier,Unclassified,2018,1 year,"£210,321",N/A,11385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year.,210321,210321,273417,1.61237E+12,2021-02-03 1718.01,bAS8tuxAp32ghFYLk
Robert Gordon University,Oxford University Press (OUP),Unclassified,2017,1 year,"£9,470",N/A,11385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year.,9470,9470,12311,1.61237E+12,2021-02-03 1718.01,qck4kvB9nrpqNcYcc
Robert Gordon University,Springer Nature,Unclassified,2016,1 year,"£23,628",N/A,11385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar years (2015 and 2016).,23628,23628,30716,1.61237E+12,2021-02-03 1718.01,r7qfJhLHkHi9q4hpt
Robert Gordon University,Taylor & Francis,Unclassified,2017,1 year,"£88,479",N/A,11385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year.,88479,88479,115022,1.61237E+12,2021-02-03 1718.01,HbMs8Nj4N7qwdZkeA
Rose Bruford College,Taylor & Francis,Unclassified,2019,1 year,"£1,843",N/A,765,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,1843,1843,2395,1.61237E+12,2021-02-03 1718.01,LaFshJd3eZ4rikJfN
Royal Academy of Music,Taylor & Francis,Unclassified,2011,1 year,£ 138,N/A,1250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,138,138,179,1.61237E+12,2021-02-03 1718.01,CKRwEhCxyBRiqadhA
Royal Academy of Music,Cambridge University Press (CUP),Unclassified,2012,1 year,£ 532,N/A,1250,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,532,532,691,1.61237E+12,2021-02-03 1718.01,39YmedmdQRQs7AxgB
Royal Academy of Music,Taylor & Francis,Unclassified,2017,1 year,£278,N/A,1250,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,278,278,361,1.61237E+12,2021-02-03 1718.01,zydttLQ724H4NjyLr
Royal Agricultural University,Springer Nature,Unclassified,2010,1 year,"£ 4,096",N/A,1360,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,4096,4096,5324,1.61237E+12,2021-02-03 1718.01,8gvmQD4LqRwzexJmC
Royal Agricultural University,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 2,926",N/A,1360,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,2926,2926,3803,1.61237E+12,2021-02-03 1718.01,6a5Ar8FX3GK87CTka
Royal Agricultural University,Wiley,Unclassified,2012,1 year,"£ 21,617",N/A,1360,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21617,21617,28102,1.61237E+12,2021-02-03 1718.01,vBuzmwkoqaTwqgSQ4
Royal Agricultural University,Cambridge University Press (CUP),Unclassified,2019,1 year,"£12,560",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,12560,12560,16328,1.61237E+12,2021-02-03 1718.01,vYTLtsQX65dgCCjJu
Royal Agricultural University,Elsevier,Unclassified,2018,1 year,"£36,191",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,36191,36191,47048,1.61237E+12,2021-02-03 1718.01,aoP2D2pNngnmHDhwu
Royal Agricultural University,Elsevier,Unclassified,2019,1 year,"£36,680",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,36680,36680,47684,1.61237E+12,2021-02-03 1718.01,4rSRtFNT589nWq3k5
Royal Agricultural University,Oxford University Press (OUP),Unclassified,2017,1 year,"£1,468",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1468,1468,1908,1.61237E+12,2021-02-03 1718.01,QNZGxf4L9EZdszTWn
Royal Agricultural University,Oxford University Press (OUP),Unclassified,2018,1 year,"£1,959",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1959,1959,2546,1.61237E+12,2021-02-03 1718.01,tcqhfEiRpSq5qjLwA
Royal Agricultural University,Sage,Unclassified,2015,1 year,"£6,285",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,6285,6285,8170,1.61237E+12,2021-02-03 1718.01,tyeoT9TKr8G6rvhKY
Royal Agricultural University,Sage,Unclassified,2016,1 year,"£14,636",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,14636,14636,19026,1.61237E+12,2021-02-03 1718.01,Wh4wWo4KzZ7z6dCha
Royal Agricultural University,Sage,Unclassified,2017,1 year,"£19,856",N/A,1360,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,19856,19856,25812,1.61237E+12,2021-02-03 1718.01,Ef632bvS8J5etDTtE
Royal Central School of Speech and Drama,Elsevier,Unclassified,2018,1 year,"£1,020",N/A,1005,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1020,1020,1326,1.61237E+12,2021-02-03 1718.01,y8X2pYZps4BKQGyrs
Royal Central School of Speech and Drama,Wiley,Unclassified,2019,1 year,"£1,122",N/A,1005,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,1122,1122,1458,1.61237E+12,2021-02-03 1718.01,6pJ7GYC8md8imWrxh
Royal College of Art,Cambridge University Press (CUP),Unclassified,2017,1 year,£142,N/A,2385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,142,142,184,1.61237E+12,2021-02-03 1718.01,tD5A6ZbNhNGL2DHpw
Royal College of Art,Elsevier,Unclassified,2019,1 year,"£11,596",N/A,2385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,11596,11596,15074,1.61237E+12,2021-02-03 1718.01,36gwGjykNjHCQiaY9
Royal College of Art,Sage,Unclassified,2015,1 year,"£1,697",N/A,2385,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,1697,1697,2206,1.61237E+12,2021-02-03 1718.01,JwTDZ7iqzruWe2WNP
Royal College of Music,Elsevier,Unclassified,2010,1 year,£-,N/A,1245,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,,,,1.61237E+12,2021-02-03 1718.01,YBFMCQkFTrcL3E8Ak
Royal College of Music,Oxford University Press (OUP),Unclassified,2019,1 year,£655,N/A,1245,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,655,655,851,1.61237E+12,2021-02-03 1718.01,miwfGaCxtDawPS4YZ
